Input,Expected,Actual
-6.283185307179586,2.4492935982947064E-16,0.6605487980845315
-6.156252270670907,0.12659245357374993,0.6598423386146864
-6.029319234162229,0.2511479871810794,0.6589665065171005
1.5151587267888598,0.9984526279575708,0.8858994281059407
2.5373614760284635,0.5681295501584891,0.5251792028864565
1.6080756075016556,0.9993052080858706,0.876959064022846
-5.521587088127515,0.690079011482112,0.652788721791517
-5.394654051618836,0.7761464642917572,0.6502140276472359
-5.267721015110158,0.8497254299495144,0.6470158790768886
-5.140787978601479,0.9096319953545186,0.6430409805524945
-5.013854942092801,0.9549022414440739,0.6380972651051549
-4.886921905584122,0.9848077530122081,0.631943659677953
-4.759988869075444,0.998867339183008,0.6242770491145171
-4.6945791512856765,0.9998414091857503,0.6196143751234882
-4.506122796058087,0.9788024462147787,0.6027785636856913
-4.3791897595494085,0.9450008187146683,0.5878592131014055
6.130282828450294,-0.15230738600437244,-0.6596781370387894
-4.1253236865320515,0.8325698546347713,0.54583278944984
-3.998390650023373,0.7557495743542582,0.5165921273358357
3.3034023837164135,-0.16110455970226115,-0.18088817855245237
-3.744524577006016,0.5670598638627706,0.4344997952641747
2.777046485506453,0.3565253225552909,0.3109165066634013
-3.4906585039886595,0.34202014332566905,0.3089974855122284
-3.3637254674799806,0.22031053278654056,0.22568004063918945
-3.236792430971302,0.09505604330418263,0.12759662828784124
-3.109859394462623,-0.0317279334980681,0.01584935506185086
-3.454303853993975,0.3076394792573796,0.28663468768772615
-2.8559933214452666,-0.28173255684142967,-0.2328958108712277
-0.191584117790641,-0.19041426774125814,-0.36057174103555933
-2.602127248427909,-0.5136773915734066,-0.471958575118554
-2.475194211919231,-0.6181589862206051,-0.5722857955519511
-2.3482611754105527,-0.7126941713788627,-0.6556934324263719
-2.2213281389018737,-0.7957618405308323,-0.7222920273646556
2.36498316108783,0.7008650238525225,0.6456904189113634
-1.9674620658845168,-0.9223542941045815,-0.8129748006012845
-1.8405290293758387,-0.963842158559942,-0.8421580424458665
-1.7135959928671598,-0.9898214418809328,-0.8636568063817909
-1.5866629563584809,-0.9998741276738751,-0.87923181752818
-2.318634320422411,-0.7331608650130728,-0.6726957654724033
-1.3327968833411248,-0.9718115683235418,-0.897319401199676
-1.2058638468324459,-0.9341478602651067,-0.9011216982882654
-0.8298850724132487,-0.7378538043942435,-0.8893566216934801
-0.9519977738150889,-0.8145759520503357,-0.8980404635022958
-0.8250647373064108,-0.7345917086575335,-0.8888697894335033
0.9049778807561806,0.7864114920223453,0.8954405321708746
-0.571198664289053,-0.5406408174555973,-0.8334783737942898
-0.4442656277803749,-0.4297949120891717,-0.7588864577286171
-0.317332591271696,-0.31203344569848684,-0.6086159808681522
-0.19039955476301795,-0.18925124436041038,-0.35794425390295
-0.06346651825433991,-0.06342391965656516,-0.09970126117559644
-4.944331947028533,0.9732216047074398,0.6348944616831033
0.19039955476301795,0.18925124436041038,0.35794425390295
0.3173325912716969,0.3120334456984877,0.6086159808681535
2.206894721554029,0.804419667883673,0.728870099969848
0.571198664289053,0.5406408174555973,0.8334783737942898
0.6981317007977319,0.6427876096865394,0.870241046682653
0.82506473730641,0.734591708657533,0.8888697894335031
0.951997773815088,0.8145759520503352,0.8980404635022959
1.0789308103237678,0.8814533634475822,0.9015681968191164
1.2058638468324459,0.9341478602651067,0.9011216982882654
1.332796883341124,0.9718115683235415,0.8973194011996761
1.4597299198498028,0.9938384644612541,0.8901692006721696
-0.69391972709154,-0.6395553584247115,-0.8693815210473615
1.7135959928671607,0.9898214418809326,0.8636568063817907
1.8405290293758387,0.963842158559942,0.8421580424458665
1.9674620658845168,0.9223542941045815,0.8129748006012845
2.094395102393195,0.8660254037844389,0.7738756547988772
2.2213281389018746,0.7957618405308318,0.722292027364655
2.3482611754105527,0.7126941713788627,0.6556934324263719
2.4751942119192307,0.6181589862206055,0.5722857955519511
2.6021272484279088,0.5136773915734071,0.4719585751185543
2.7290602849365886,0.4009305354066132,0.3571256158255056
2.8559933214452666,0.28173255684142967,0.2328958108712277
2.9829263579539447,0.1580013959733503,0.10620207034285363
-4.0875816937765785,0.811075860525616,0.5378122074648722
3.2367924309713025,-0.09505604330418307,-0.1275966282878418
3.3637254674799806,-0.22031053278654056,-0.22568004063918945
3.4906585039886586,-0.3420201433256682,-0.30899748551222755
4.259662590614118,-0.8992578716389192,-0.570402944796259
-3.613723849233247,0.4547853618891298,0.37619635293179243
3.8714576135146945,-0.6667690005162915,-0.48004131142568923
3.9983906500233726,-0.7557495743542578,-0.5165921273358356
4.125323686532051,-0.8325698546347707,-0.5458327894498397
4.25225672304073,-0.895993774291336,-0.5691951742394189
4.3791897595494085,-0.9450008187146683,-0.5878592131014055
-5.200181754500427,0.8833694861147591,0.6450087831494767
4.633055832566765,-0.9968547759519423,-0.6147157272723579
4.759988869075443,-0.9988673391830081,-0.6242770491145169
4.886921905584121,-0.9848077530122085,-0.631943659677953
5.013854942092802,-0.9549022414440737,-0.6380972651051549
5.14078797860148,-0.9096319953545182,-0.6430409805524945
5.267721015110158,-0.8497254299495144,-0.6470158790768886
1.6303248423727918,0.9982287010803285,0.8744531218726485
-1.0620328096316003,-0.8733474631139738,-0.9013507045863428
5.648520124636194,-0.5929079290546402,-0.6548625182763667
5.775453161144872,-0.4861967361004688,-0.6565335484978027
-2.3718681124123497,-0.6959374573915833,-0.6414857919229959
6.029319234162228,-0.2511479871810802,-0.6589665065171005
6.156252270670906,-0.12659245357375082,-0.6598423386146864
6.283185307179588,1.5314274795707798E-15,-0.6605487980845315
